age_band,E14001241
Aged 15 years and under,18.5
Aged 16 to 24 years,8.9
Aged 25 to 34 years,11.0
Aged 35 to 49 years,18.0
Aged 50 to 64 years,21.8
Aged 65 years and over,21.7
