age_band,E14001342
Aged 15 years and under,15.5
Aged 16 to 24 years,20.5
Aged 25 to 34 years,12.3
Aged 35 to 49 years,17.2
Aged 50 to 64 years,17.3
Aged 65 years and over,17.3
