age_band,E14001184
Aged 15 years and under,21.0
Aged 16 to 24 years,9.9
Aged 25 to 34 years,15.7
Aged 35 to 49 years,22.4
Aged 50 to 64 years,17.7
Aged 65 years and over,13.3
