age_band,E14001121
Aged 15 years and under,18.4
Aged 16 to 24 years,9.2
Aged 25 to 34 years,11.5
Aged 35 to 49 years,18.9
Aged 50 to 64 years,21.5
Aged 65 years and over,20.6
