age_band,E14001470
Aged 15 years and under,19.0
Aged 16 to 24 years,10.1
Aged 25 to 34 years,13.6
Aged 35 to 49 years,17.9
Aged 50 to 64 years,20.4
Aged 65 years and over,19.0
