age_band,E14001299
Aged 15 years and under,20.2
Aged 16 to 24 years,10.1
Aged 25 to 34 years,13.4
Aged 35 to 49 years,18.3
Aged 50 to 64 years,19.8
Aged 65 years and over,18.2
