age_band,E14001325
Aged 15 years and under,19.8
Aged 16 to 24 years,9.6
Aged 25 to 34 years,16.4
Aged 35 to 49 years,20.8
Aged 50 to 64 years,18.2
Aged 65 years and over,15.2
