age_band,E14001107
Aged 15 years and under,18.1
Aged 16 to 24 years,9.3
Aged 25 to 34 years,12.4
Aged 35 to 49 years,17.6
Aged 50 to 64 years,21.5
Aged 65 years and over,21.0
