age_band,E14001144
Aged 15 years and under,19.4
Aged 16 to 24 years,9.5
Aged 25 to 34 years,12.2
Aged 35 to 49 years,19.2
Aged 50 to 64 years,20.3
Aged 65 years and over,19.4
