age_band,E14001085
Aged 15 years and under,14.0
Aged 16 to 24 years,14.9
Aged 25 to 34 years,27.5
Aged 35 to 49 years,21.8
Aged 50 to 64 years,14.6
Aged 65 years and over,7.2
