age_band,E14001114
Aged 15 years and under,16.8
Aged 16 to 24 years,8.7
Aged 25 to 34 years,11.4
Aged 35 to 49 years,17.2
Aged 50 to 64 years,21.6
Aged 65 years and over,24.3
