age_band,E14001403
Aged 15 years and under,19.7
Aged 16 to 24 years,8.5
Aged 25 to 34 years,14.0
Aged 35 to 49 years,20.5
Aged 50 to 64 years,20.0
Aged 65 years and over,17.4
