age_band,E14001569
Aged 15 years and under,14.8
Aged 16 to 24 years,7.6
Aged 25 to 34 years,9.0
Aged 35 to 49 years,16.0
Aged 50 to 64 years,23.3
Aged 65 years and over,29.2
