age_band,E14001377
Aged 15 years and under,19.2
Aged 16 to 24 years,18.1
Aged 25 to 34 years,14.8
Aged 35 to 49 years,17.9
Aged 50 to 64 years,16.1
Aged 65 years and over,13.8
