age_band,E14001594
Aged 15 years and under,21.3
Aged 16 to 24 years,10.3
Aged 25 to 34 years,13.7
Aged 35 to 49 years,18.8
Aged 50 to 64 years,18.9
Aged 65 years and over,16.9
