age_band,E14001414
Aged 15 years and under,18.9
Aged 16 to 24 years,10.0
Aged 25 to 34 years,12.3
Aged 35 to 49 years,20.2
Aged 50 to 64 years,19.8
Aged 65 years and over,18.9
