age_band,E14001063
Aged 15 years and under,18.5
Aged 16 to 24 years,10.0
Aged 25 to 34 years,15.8
Aged 35 to 49 years,20.8
Aged 50 to 64 years,18.8
Aged 65 years and over,16.1
