age_band,E14001151
Aged 15 years and under,15.1
Aged 16 to 24 years,20.6
Aged 25 to 34 years,11.1
Aged 35 to 49 years,15.9
Aged 50 to 64 years,17.4
Aged 65 years and over,19.8
