age_band,E14001095
Aged 15 years and under,25.9
Aged 16 to 24 years,12.9
Aged 25 to 34 years,13.9
Aged 35 to 49 years,18.8
Aged 50 to 64 years,15.9
Aged 65 years and over,12.6
