age_band,E14001589
Aged 15 years and under,16.3
Aged 16 to 24 years,7.7
Aged 25 to 34 years,8.9
Aged 35 to 49 years,16.7
Aged 50 to 64 years,22.2
Aged 65 years and over,28.1
