age_band,E14001512
Aged 15 years and under,20.3
Aged 16 to 24 years,8.7
Aged 25 to 34 years,12.4
Aged 35 to 49 years,22.3
Aged 50 to 64 years,18.9
Aged 65 years and over,17.4
