age_band,E14001553
Aged 15 years and under,19.7
Aged 16 to 24 years,11.9
Aged 25 to 34 years,20.5
Aged 35 to 49 years,23.2
Aged 50 to 64 years,16.0
Aged 65 years and over,8.7
