age_band,E14001477
Aged 15 years and under,25.0
Aged 16 to 24 years,10.5
Aged 25 to 34 years,15.0
Aged 35 to 49 years,24.7
Aged 50 to 64 years,15.0
Aged 65 years and over,9.7
