age_band,E14001162
Aged 15 years and under,20.0
Aged 16 to 24 years,8.4
Aged 25 to 34 years,9.1
Aged 35 to 49 years,20.3
Aged 50 to 64 years,21.1
Aged 65 years and over,21.1
