age_band,E14001180
Aged 15 years and under,22.9
Aged 16 to 24 years,11.0
Aged 25 to 34 years,14.9
Aged 35 to 49 years,20.6
Aged 50 to 64 years,17.0
Aged 65 years and over,13.6
