age_band,E14001558
Aged 15 years and under,20.1
Aged 16 to 24 years,12.9
Aged 25 to 34 years,14.7
Aged 35 to 49 years,22.1
Aged 50 to 64 years,16.9
Aged 65 years and over,13.2
