age_band,E14001276
Aged 15 years and under,22.9
Aged 16 to 24 years,11.3
Aged 25 to 34 years,15.7
Aged 35 to 49 years,23.4
Aged 50 to 64 years,16.5
Aged 65 years and over,10.2
