age_band,E14001603
Aged 15 years and under,17.1
Aged 16 to 24 years,8.7
Aged 25 to 34 years,12.1
Aged 35 to 49 years,17.3
Aged 50 to 64 years,20.5
Aged 65 years and over,24.3
