age_band,E14001251
Aged 15 years and under,23.8
Aged 16 to 24 years,11.2
Aged 25 to 34 years,14.3
Aged 35 to 49 years,21.0
Aged 50 to 64 years,17.1
Aged 65 years and over,12.6
