age_band,E14001370
Aged 15 years and under,20.6
Aged 16 to 24 years,8.7
Aged 25 to 34 years,13.4
Aged 35 to 49 years,21.7
Aged 50 to 64 years,18.3
Aged 65 years and over,17.4
