age_band,E14001576
Aged 15 years and under,20.1
Aged 16 to 24 years,12.7
Aged 25 to 34 years,22.1
Aged 35 to 49 years,23.5
Aged 50 to 64 years,14.6
Aged 65 years and over,6.9
