age_band,E14001123
Aged 15 years and under,18.2
Aged 16 to 24 years,13.0
Aged 25 to 34 years,17.9
Aged 35 to 49 years,22.1
Aged 50 to 64 years,16.5
Aged 65 years and over,12.3
