age_band,E14001168
Aged 15 years and under,17.7
Aged 16 to 24 years,10.3
Aged 25 to 34 years,12.5
Aged 35 to 49 years,18.6
Aged 50 to 64 years,21.4
Aged 65 years and over,19.6
