age_band,E14001528
Aged 15 years and under,20.1
Aged 16 to 24 years,9.9
Aged 25 to 34 years,13.3
Aged 35 to 49 years,21.0
Aged 50 to 64 years,19.5
Aged 65 years and over,16.2
