age_band,E14001367
Aged 15 years and under,21.7
Aged 16 to 24 years,12.7
Aged 25 to 34 years,15.2
Aged 35 to 49 years,18.1
Aged 50 to 64 years,17.5
Aged 65 years and over,14.8
