age_band,E14001357
Aged 15 years and under,17.6
Aged 16 to 24 years,8.4
Aged 25 to 34 years,11.6
Aged 35 to 49 years,18.1
Aged 50 to 64 years,22.1
Aged 65 years and over,22.2
