age_band,E14001221
Aged 15 years and under,22.2
Aged 16 to 24 years,11.5
Aged 25 to 34 years,13.2
Aged 35 to 49 years,20.7
Aged 50 to 64 years,18.7
Aged 65 years and over,13.6
