age_band,E14001599
Aged 15 years and under,15.7
Aged 16 to 24 years,7.9
Aged 25 to 34 years,11.3
Aged 35 to 49 years,17.9
Aged 50 to 64 years,20.5
Aged 65 years and over,26.6
