age_band,E14001158
Aged 15 years and under,19.0
Aged 16 to 24 years,8.0
Aged 25 to 34 years,10.2
Aged 35 to 49 years,20.0
Aged 50 to 64 years,20.2
Aged 65 years and over,22.5
