age_band,E14001070
Aged 15 years and under,20.6
Aged 16 to 24 years,9.8
Aged 25 to 34 years,14.1
Aged 35 to 49 years,19.4
Aged 50 to 64 years,19.8
Aged 65 years and over,16.3
