age_band,E14001355
Aged 15 years and under,18.3
Aged 16 to 24 years,8.7
Aged 25 to 34 years,13.4
Aged 35 to 49 years,19.0
Aged 50 to 64 years,21.1
Aged 65 years and over,19.5
