age_band,E14001387
Aged 15 years and under,16.6
Aged 16 to 24 years,8.3
Aged 25 to 34 years,10.6
Aged 35 to 49 years,16.5
Aged 50 to 64 years,22.2
Aged 65 years and over,25.8
