age_band,E14001379
Aged 15 years and under,16.2
Aged 16 to 24 years,18.0
Aged 25 to 34 years,13.5
Aged 35 to 49 years,18.2
Aged 50 to 64 years,17.3
Aged 65 years and over,16.9
