age_band,E14001172
Aged 15 years and under,11.3
Aged 16 to 24 years,14.4
Aged 25 to 34 years,21.9
Aged 35 to 49 years,21.0
Aged 50 to 64 years,18.0
Aged 65 years and over,13.3
