age_band,E14001292
Aged 15 years and under,19.7
Aged 16 to 24 years,9.5
Aged 25 to 34 years,12.7
Aged 35 to 49 years,19.9
Aged 50 to 64 years,19.1
Aged 65 years and over,19.0
