age_band,E14001310
Aged 15 years and under,13.7
Aged 16 to 24 years,12.6
Aged 25 to 34 years,19.4
Aged 35 to 49 years,22.0
Aged 50 to 64 years,19.3
Aged 65 years and over,13.0
