age_band,E14001236
Aged 15 years and under,21.6
Aged 16 to 24 years,10.8
Aged 25 to 34 years,15.4
Aged 35 to 49 years,23.9
Aged 50 to 64 years,16.9
Aged 65 years and over,11.3
