age_band,E14001567
Aged 15 years and under,18.3
Aged 16 to 24 years,9.2
Aged 25 to 34 years,12.0
Aged 35 to 49 years,18.6
Aged 50 to 64 years,20.9
Aged 65 years and over,21.1
