age_band,E14001517
Aged 15 years and under,19.9
Aged 16 to 24 years,9.1
Aged 25 to 34 years,15.7
Aged 35 to 49 years,21.4
Aged 50 to 64 years,18.9
Aged 65 years and over,15.1
