age_band,E14001348
Aged 15 years and under,19.5
Aged 16 to 24 years,8.3
Aged 25 to 34 years,11.8
Aged 35 to 49 years,22.1
Aged 50 to 64 years,20.0
Aged 65 years and over,18.3
