age_band,E14001142
Aged 15 years and under,20.9
Aged 16 to 24 years,10.1
Aged 25 to 34 years,13.5
Aged 35 to 49 years,18.8
Aged 50 to 64 years,18.9
Aged 65 years and over,17.8
