age_band,E14001104
Aged 15 years and under,16.0
Aged 16 to 24 years,8.4
Aged 25 to 34 years,10.9
Aged 35 to 49 years,16.1
Aged 50 to 64 years,22.2
Aged 65 years and over,26.4
