age_band,E14001164
Aged 15 years and under,17.1
Aged 16 to 24 years,8.5
Aged 25 to 34 years,9.2
Aged 35 to 49 years,18.0
Aged 50 to 64 years,22.9
Aged 65 years and over,24.2
