age_band,E14001217
Aged 15 years and under,19.8
Aged 16 to 24 years,9.9
Aged 25 to 34 years,13.1
Aged 35 to 49 years,18.6
Aged 50 to 64 years,19.7
Aged 65 years and over,19.0
