age_band,E14001347
Aged 15 years and under,16.7
Aged 16 to 24 years,7.8
Aged 25 to 34 years,10.7
Aged 35 to 49 years,18.4
Aged 50 to 64 years,22.6
Aged 65 years and over,23.8
