age_band,E14001535
Aged 15 years and under,18.3
Aged 16 to 24 years,8.4
Aged 25 to 34 years,10.3
Aged 35 to 49 years,19.2
Aged 50 to 64 years,20.8
Aged 65 years and over,23.0
