age_band,E14001131
Aged 15 years and under,10.4
Aged 16 to 24 years,30.0
Aged 25 to 34 years,23.6
Aged 35 to 49 years,16.1
Aged 50 to 64 years,11.7
Aged 65 years and over,8.2
