age_band,E14001358
Aged 15 years and under,19.7
Aged 16 to 24 years,9.3
Aged 25 to 34 years,11.1
Aged 35 to 49 years,18.2
Aged 50 to 64 years,20.2
Aged 65 years and over,21.5
