age_band,E14001588
Aged 15 years and under,19.3
Aged 16 to 24 years,13.2
Aged 25 to 34 years,11.0
Aged 35 to 49 years,20.7
Aged 50 to 64 years,19.6
Aged 65 years and over,16.3
