age_band,E14001149
Aged 15 years and under,14.0
Aged 16 to 24 years,21.9
Aged 25 to 34 years,21.1
Aged 35 to 49 years,18.9
Aged 50 to 64 years,13.1
Aged 65 years and over,11.0
