age_band,E14001468
Aged 15 years and under,17.3
Aged 16 to 24 years,13.4
Aged 25 to 34 years,9.6
Aged 35 to 49 years,18.6
Aged 50 to 64 years,19.6
Aged 65 years and over,21.5
