age_band,E14001554
Aged 15 years and under,15.3
Aged 16 to 24 years,13.2
Aged 25 to 34 years,11.3
Aged 35 to 49 years,16.9
Aged 50 to 64 years,19.6
Aged 65 years and over,23.7
