age_band,E14001232
Aged 15 years and under,17.6
Aged 16 to 24 years,8.6
Aged 25 to 34 years,12.0
Aged 35 to 49 years,18.2
Aged 50 to 64 years,19.6
Aged 65 years and over,24.1
