age_band,E14001360
Aged 15 years and under,19.2
Aged 16 to 24 years,8.4
Aged 25 to 34 years,10.6
Aged 35 to 49 years,19.5
Aged 50 to 64 years,21.2
Aged 65 years and over,21.1
